CUDA_DEVICE=/dev/nvidia/0
Sat Jul  5 17:37:22 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 570.124.06             Driver Version: 570.124.06     CUDA Version: 12.8     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A100-SXM4-80GB          Off |   00000000:DB:00.0 Off |                    0 |
| N/A   37C    P0             61W /  400W |       1MiB /  81920MiB |      0%      Default |
|                                         |                        |             Disabled |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Module load: anaconda/3-2023.07-2
no change     /opt/modules/library/cpu/anaconda/3-2023.07-2/condabin/conda
no change     /opt/modules/library/cpu/anaconda/3-2023.07-2/bin/conda
no change     /opt/modules/library/cpu/anaconda/3-2023.07-2/bin/conda-env
no change     /opt/modules/library/cpu/anaconda/3-2023.07-2/bin/activate
no change     /opt/modules/library/cpu/anaconda/3-2023.07-2/bin/deactivate
no change     /opt/modules/library/cpu/anaconda/3-2023.07-2/etc/profile.d/conda.sh
no change     /opt/modules/library/cpu/anaconda/3-2023.07-2/etc/fish/conf.d/conda.fish
no change     /opt/modules/library/cpu/anaconda/3-2023.07-2/shell/condabin/Conda.psm1
no change     /opt/modules/library/cpu/anaconda/3-2023.07-2/shell/condabin/conda-hook.ps1
no change     /opt/modules/library/cpu/anaconda/3-2023.07-2/lib/python3.11/site-packages/xontrib/conda.xsh
no change     /opt/modules/library/cpu/anaconda/3-2023.07-2/etc/profile.d/conda.csh
no change     /home/aaron.dichoso/.bashrc
No action taken.
/home/aaron.dichoso/.conda/envs/OCETraining/lib/python3.13/site-packages/torchvision/models/_utils.py:208: UserWarning: The parameter 'pretrained' is deprecated since 0.13 and may be removed in the future, please use 'weights' instead.
  warnings.warn(
/home/aaron.dichoso/.conda/envs/OCETraining/lib/python3.13/site-packages/torchvision/models/_utils.py:223: UserWarning: Arguments other than a weight enum or `None` for 'weights' are deprecated since 0.13 and may be removed in the future. The current behavior is equivalent to passing `weights=ResNet50_Weights.IMAGENET1K_V1`. You can also use `weights=ResNet50_Weights.DEFAULT` to get the most up-to-date weights.
  warnings.warn(msg)
/home/aaron.dichoso/.conda/envs/OCETraining/lib/python3.13/site-packages/torch/utils/data/dataloader.py:626: UserWarning: This DataLoader will create 12 worker processes in total. Our suggested max number of worker in current system is 8, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
/home/aaron.dichoso/.conda/envs/OCETraining/lib/python3.13/site-packages/torch/optim/lr_scheduler.py:182: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn(
CuDNN 90501
TORCH 2.7.1+cu126
CUDA 12.6
Ikou!
Generator learning rate: 2.5e-05
Discriminator learning rate: 1e-05
/scratch1/aaron.dichoso/Networks/OCENet/model/ResNet_models.py:66: UserWarning: `nn.functional.upsample` is deprecated. Use `nn.functional.interpolate` instead.
  self.sal_init = F.upsample(self.sal_init, size=(x.shape[2], x.shape[3]), mode='bilinear', align_corners=True)
/scratch1/aaron.dichoso/Networks/OCENet/model/ResNet_models.py:67: UserWarning: `nn.functional.upsample` is deprecated. Use `nn.functional.interpolate` instead.
  self.sal_ref = F.upsample(self.sal_ref, size=(x.shape[2], x.shape[3]), mode='bilinear', align_corners=True)
/home/aaron.dichoso/.conda/envs/OCETraining/lib/python3.13/site-packages/torch/nn/_reduction.py:51: UserWarning: size_average and reduce args will be deprecated, please use reduction='mean' instead.
  warnings.warn(warning.format(ret))
2025-07-05 17:40:22.774607 Epoch [001/050], Step [0010/0575], COD Loss: 1.0968, OCE Loss: 0.7807
2025-07-05 20:17:24.531081 Epoch [007/050], Step [0120/0575], COD Loss: 0.4978, OCE Loss: 0.0816
2025-07-05 20:17:51.433845 Epoch [007/050], Step [0130/0575], COD Loss: 0.4926, OCE Loss: 0.0642
2025-07-05 20:18:18.360109 Epoch [007/050], Step [0140/0575], COD Loss: 0.5079, OCE Loss: 0.0510
2025-07-05 20:18:45.228752 Epoch [007/050], Step [0150/0575], COD Loss: 0.4848, OCE Loss: 0.0366
2025-07-05 20:19:12.330551 Epoch [007/050], Step [0160/0575], COD Loss: 0.4225, OCE Loss: 0.0291
2025-07-05 20:19:39.199821 Epoch [007/050], Step [0170/0575], COD Loss: 0.4030, OCE Loss: 0.0266
2025-07-05 20:20:06.073946 Epoch [007/050], Step [0180/0575], COD Loss: 0.4098, OCE Loss: 0.0322
2025-07-05 20:20:32.951732 Epoch [007/050], Step [0190/0575], COD Loss: 0.4504, OCE Loss: 0.0419
2025-07-05 20:20:59.836128 Epoch [007/050], Step [0200/0575], COD Loss: 0.5113, OCE Loss: 0.0516
2025-07-05 20:21:26.712174 Epoch [007/050], Step [0210/0575], COD Loss: 0.5660, OCE Loss: 0.0579
2025-07-05 20:21:53.757737 Epoch [007/050], Step [0220/0575], COD Loss: 0.5938, OCE Loss: 0.0565
2025-07-05 20:22:20.494035 Epoch [007/050], Step [0230/0575], COD Loss: 0.5673, OCE Loss: 0.0507
2025-07-05 20:22:47.251705 Epoch [007/050], Step [0240/0575], COD Loss: 0.5606, OCE Loss: 0.0459
2025-07-05 20:23:13.931635 Epoch [007/050], Step [0250/0575], COD Loss: 0.5724, OCE Loss: 0.0447
2025-07-05 20:23:40.698165 Epoch [007/050], Step [0260/0575], COD Loss: 0.5821, OCE Loss: 0.0452
2025-07-05 20:24:07.426673 Epoch [007/050], Step [0270/0575], COD Loss: 0.5768, OCE Loss: 0.0486
2025-07-05 20:24:34.495059 Epoch [007/050], Step [0280/0575], COD Loss: 0.5937, OCE Loss: 0.0617
2025-07-05 20:25:01.149294 Epoch [007/050], Step [0290/0575], COD Loss: 0.5961, OCE Loss: 0.0719
2025-07-05 20:25:27.913552 Epoch [007/050], Step [0300/0575], COD Loss: 0.6103, OCE Loss: 0.0897
2025-07-05 20:25:54.635892 Epoch [007/050], Step [0310/0575], COD Loss: 0.5775, OCE Loss: 0.0845
2025-07-05 20:26:21.434396 Epoch [007/050], Step [0320/0575], COD Loss: 0.5152, OCE Loss: 0.0684
2025-07-05 20:26:48.201068 Epoch [007/050], Step [0330/0575], COD Loss: 0.4628, OCE Loss: 0.0549
2025-07-05 20:27:14.949769 Epoch [007/050], Step [0340/0575], COD Loss: 0.4102, OCE Loss: 0.0383
2025-07-05 20:27:41.847697 Epoch [007/050], Step [0350/0575], COD Loss: 0.4060, OCE Loss: 0.0399
2025-07-05 20:28:08.666788 Epoch [007/050], Step [0360/0575], COD Loss: 0.3901, OCE Loss: 0.0417
2025-07-05 20:28:35.355528 Epoch [007/050], Step [0370/0575], COD Loss: 0.3710, OCE Loss: 0.0427
2025-07-05 20:29:02.146893 Epoch [007/050], Step [0380/0575], COD Loss: 0.3554, OCE Loss: 0.0390
2025-07-05 20:29:28.764631 Epoch [007/050], Step [0390/0575], COD Loss: 0.3528, OCE Loss: 0.0398
2025-07-05 20:29:55.404442 Epoch [007/050], Step [0400/0575], COD Loss: 0.3594, OCE Loss: 0.0396
2025-07-05 20:30:22.186542 Epoch [007/050], Step [0410/0575], COD Loss: 0.3653, OCE Loss: 0.0364
2025-07-05 20:30:48.828819 Epoch [007/050], Step [0420/0575], COD Loss: 0.3320, OCE Loss: 0.0327
2025-07-05 20:31:15.360802 Epoch [007/050], Step [0430/0575], COD Loss: 0.2971, OCE Loss: 0.0260
2025-07-05 20:31:42.074794 Epoch [007/050], Step [0440/0575], COD Loss: 0.2733, OCE Loss: 0.0227
2025-07-05 20:32:08.707103 Epoch [007/050], Step [0450/0575], COD Loss: 0.2408, OCE Loss: 0.0200
2025-07-05 20:32:35.277123 Epoch [007/050], Step [0460/0575], COD Loss: 0.2412, OCE Loss: 0.0203
2025-07-05 20:33:02.024328 Epoch [007/050], Step [0470/0575], COD Loss: 0.2724, OCE Loss: 0.0222
2025-07-05 20:33:28.659711 Epoch [007/050], Step [0480/0575], COD Loss: 0.2823, OCE Loss: 0.0259
2025-07-05 20:33:55.235343 Epoch [007/050], Step [0490/0575], COD Loss: 0.3059, OCE Loss: 0.0312
2025-07-05 20:34:21.932910 Epoch [007/050], Step [0500/0575], COD Loss: 0.3448, OCE Loss: 0.0344
2025-07-05 20:34:48.562445 Epoch [007/050], Step [0510/0575], COD Loss: 0.3510, OCE Loss: 0.0373
2025-07-05 20:35:15.103635 Epoch [007/050], Step [0520/0575], COD Loss: 0.3557, OCE Loss: 0.0369
2025-07-05 20:35:41.684773 Epoch [007/050], Step [0530/0575], COD Loss: 0.3515, OCE Loss: 0.0364
2025-07-05 20:36:08.439452 Epoch [007/050], Step [0540/0575], COD Loss: 0.3375, OCE Loss: 0.0357
2025-07-05 20:36:35.033753 Epoch [007/050], Step [0550/0575], COD Loss: 0.3296, OCE Loss: 0.0353
2025-07-05 20:37:01.329930 Epoch [007/050], Step [0560/0575], COD Loss: 0.3295, OCE Loss: 0.0352
2025-07-05 20:37:27.571995 Epoch [007/050], Step [0570/0575], COD Loss: 0.3373, OCE Loss: 0.0353
2025-07-05 20:37:40.615432 Epoch [007/050], Step [0575/0575], COD Loss: 0.3474, OCE Loss: 0.0359
Generator learning rate: 2.5e-05
Discriminator learning rate: 1e-05
2025-07-05 20:38:12.519857 Epoch [008/050], Step [0010/0575], COD Loss: 0.6320, OCE Loss: 0.0476
2025-07-05 20:38:39.274314 Epoch [008/050], Step [0020/0575], COD Loss: 0.5717, OCE Loss: 0.0506
2025-07-05 20:39:05.843682 Epoch [008/050], Step [0030/0575], COD Loss: 0.5275, OCE Loss: 0.0482
2025-07-05 20:39:32.366457 Epoch [008/050], Step [0040/0575], COD Loss: 0.4958, OCE Loss: 0.0461
2025-07-05 20:39:58.863760 Epoch [008/050], Step [0050/0575], COD Loss: 0.4263, OCE Loss: 0.0438
2025-07-05 20:40:25.420785 Epoch [008/050], Step [0060/0575], COD Loss: 0.4115, OCE Loss: 0.0408
2025-07-05 20:40:51.931194 Epoch [008/050], Step [0070/0575], COD Loss: 0.3977, OCE Loss: 0.0383
2025-07-05 20:41:18.436276 Epoch [008/050], Step [0080/0575], COD Loss: 0.4142, OCE Loss: 0.0538
2025-07-05 20:41:45.116639 Epoch [008/050], Step [0090/0575], COD Loss: 0.4386, OCE Loss: 0.0710
2025-07-05 20:42:11.609500 Epoch [008/050], Step [0100/0575], COD Loss: 0.4081, OCE Loss: 0.0799
2025-07-05 20:42:38.136979 Epoch [008/050], Step [0110/0575], COD Loss: 0.4564, OCE Loss: 0.0918
2025-07-05 20:43:04.648728 Epoch [008/050], Step [0120/0575], COD Loss: 0.4922, OCE Loss: 0.0787
2025-07-05 20:43:31.174169 Epoch [008/050], Step [0130/0575], COD Loss: 0.4839, OCE Loss: 0.0606
2025-07-05 20:43:57.712521 Epoch [008/050], Step [0140/0575], COD Loss: 0.5012, OCE Loss: 0.0486
2025-07-05 20:44:24.345485 Epoch [008/050], Step [0150/0575], COD Loss: 0.4776, OCE Loss: 0.0347
2025-07-05 20:44:50.805164 Epoch [008/050], Step [0160/0575], COD Loss: 0.4133, OCE Loss: 0.0273
2025-07-05 20:45:17.355270 Epoch [008/050], Step [0170/0575], COD Loss: 0.3934, OCE Loss: 0.0249
2025-07-05 20:45:43.885723 Epoch [008/050], Step [0180/0575], COD Loss: 0.4001, OCE Loss: 0.0312
2025-07-05 20:46:10.424729 Epoch [008/050], Step [0190/0575], COD Loss: 0.4377, OCE Loss: 0.0403
2025-07-05 20:46:36.972614 Epoch [008/050], Step [0200/0575], COD Loss: 0.4984, OCE Loss: 0.0500
2025-07-05 20:47:03.701487 Epoch [008/050], Step [0210/0575], COD Loss: 0.5520, OCE Loss: 0.0562
2025-07-05 20:47:30.283268 Epoch [008/050], Step [0220/0575], COD Loss: 0.5769, OCE Loss: 0.0541
2025-07-05 20:47:56.893111 Epoch [008/050], Step [0230/0575], COD Loss: 0.5593, OCE Loss: 0.0492
2025-07-05 20:48:23.481922 Epoch [008/050], Step [0240/0575], COD Loss: 0.5532, OCE Loss: 0.0444
2025-07-05 20:48:50.101249 Epoch [008/050], Step [0250/0575], COD Loss: 0.5609, OCE Loss: 0.0432
2025-07-05 20:49:16.688173 Epoch [008/050], Step [0260/0575], COD Loss: 0.5731, OCE Loss: 0.0439
2025-07-05 20:49:43.320715 Epoch [008/050], Step [0270/0575], COD Loss: 0.5629, OCE Loss: 0.0469
2025-07-05 20:50:10.000875 Epoch [008/050], Step [0280/0575], COD Loss: 0.5813, OCE Loss: 0.0604
2025-07-05 20:50:36.579975 Epoch [008/050], Step [0290/0575], COD Loss: 0.5887, OCE Loss: 0.0708
2025-07-05 20:51:03.118367 Epoch [008/050], Step [0300/0575], COD Loss: 0.6030, OCE Loss: 0.0886
2025-07-05 20:51:29.637879 Epoch [008/050], Step [0310/0575], COD Loss: 0.5691, OCE Loss: 0.0833
2025-07-05 20:51:56.147690 Epoch [008/050], Step [0320/0575], COD Loss: 0.5073, OCE Loss: 0.0671
2025-07-05 20:52:22.626513 Epoch [008/050], Step [0330/0575], COD Loss: 0.4555, OCE Loss: 0.0536
2025-07-05 20:52:49.278855 Epoch [008/050], Step [0340/0575], COD Loss: 0.4033, OCE Loss: 0.0367
2025-07-05 20:53:15.806070 Epoch [008/050], Step [0350/0575], COD Loss: 0.4019, OCE Loss: 0.0385
2025-07-05 20:53:42.418401 Epoch [008/050], Step [0360/0575], COD Loss: 0.3842, OCE Loss: 0.0397
2025-07-05 20:54:08.923144 Epoch [008/050], Step [0370/0575], COD Loss: 0.3664, OCE Loss: 0.0409
2025-07-05 20:54:35.530044 Epoch [008/050], Step [0380/0575], COD Loss: 0.3507, OCE Loss: 0.0374
2025-07-05 20:55:02.134822 Epoch [008/050], Step [0390/0575], COD Loss: 0.3452, OCE Loss: 0.0381
2025-07-05 20:55:28.854885 Epoch [008/050], Step [0400/0575], COD Loss: 0.3551, OCE Loss: 0.0387
2025-07-05 20:55:55.480249 Epoch [008/050], Step [0410/0575], COD Loss: 0.3629, OCE Loss: 0.0357
2025-07-05 20:56:22.061898 Epoch [008/050], Step [0420/0575], COD Loss: 0.3304, OCE Loss: 0.0318
2025-07-05 20:56:48.637805 Epoch [008/050], Step [0430/0575], COD Loss: 0.2946, OCE Loss: 0.0252
2025-07-05 20:57:15.232246 Epoch [008/050], Step [0440/0575], COD Loss: 0.2654, OCE Loss: 0.0213
2025-07-05 20:57:41.778087 Epoch [008/050], Step [0450/0575], COD Loss: 0.2324, OCE Loss: 0.0184
2025-07-05 20:58:08.357402 Epoch [008/050], Step [0460/0575], COD Loss: 0.2317, OCE Loss: 0.0184
2025-07-05 20:58:35.727328 Epoch [008/050], Step [0470/0575], COD Loss: 0.2632, OCE Loss: 0.0204
2025-07-05 20:59:02.289213 Epoch [008/050], Step [0480/0575], COD Loss: 0.2760, OCE Loss: 0.0242
2025-07-05 20:59:28.953630 Epoch [008/050], Step [0490/0575], COD Loss: 0.2982, OCE Loss: 0.0293
2025-07-05 20:59:55.578878 Epoch [008/050], Step [0500/0575], COD Loss: 0.3346, OCE Loss: 0.0326
2025-07-05 21:00:22.179726 Epoch [008/050], Step [0510/0575], COD Loss: 0.3427, OCE Loss: 0.0356
2025-07-05 21:00:48.815267 Epoch [008/050], Step [0520/0575], COD Loss: 0.3461, OCE Loss: 0.0352
2025-07-05 21:01:15.936309 Epoch [008/050], Step [0530/0575], COD Loss: 0.3429, OCE Loss: 0.0347
2025-07-05 21:01:42.620875 Epoch [008/050], Step [0540/0575], COD Loss: 0.3324, OCE Loss: 0.0346
2025-07-05 21:02:09.278586 Epoch [008/050], Step [0550/0575], COD Loss: 0.3249, OCE Loss: 0.0343
2025-07-05 21:02:35.606567 Epoch [008/050], Step [0560/0575], COD Loss: 0.3251, OCE Loss: 0.0341
2025-07-05 21:03:01.925674 Epoch [008/050], Step [0570/0575], COD Loss: 0.3333, OCE Loss: 0.0343
2025-07-05 21:03:15.013499 Epoch [008/050], Step [0575/0575], COD Loss: 0.3416, OCE Loss: 0.0345
Generator learning rate: 2.5e-05
Discriminator learning rate: 1e-05
2025-07-05 21:03:46.806432 Epoch [009/050], Step [0010/0575], COD Loss: 0.5778, OCE Loss: 0.0423
2025-07-05 21:04:13.493745 Epoch [009/050], Step [0020/0575], COD Loss: 0.5168, OCE Loss: 0.0443
2025-07-05 21:04:39.953677 Epoch [009/050], Step [0030/0575], COD Loss: 0.4803, OCE Loss: 0.0427
2025-07-05 21:05:06.542526 Epoch [009/050], Step [0040/0575], COD Loss: 0.4559, OCE Loss: 0.0413
2025-07-05 21:05:33.023320 Epoch [009/050], Step [0050/0575], COD Loss: 0.3997, OCE Loss: 0.0403
2025-07-05 21:05:59.570309 Epoch [009/050], Step [0060/0575], COD Loss: 0.3887, OCE Loss: 0.0376
2025-07-05 21:06:26.421157 Epoch [009/050], Step [0070/0575], COD Loss: 0.3811, OCE Loss: 0.0355
2025-07-05 21:06:53.115127 Epoch [009/050], Step [0080/0575], COD Loss: 0.3996, OCE Loss: 0.0505
2025-07-05 21:07:19.757138 Epoch [009/050], Step [0090/0575], COD Loss: 0.4201, OCE Loss: 0.0656
2025-07-05 21:07:46.338433 Epoch [009/050], Step [0100/0575], COD Loss: 0.4027, OCE Loss: 0.0767
2025-07-05 21:08:12.978149 Epoch [009/050], Step [0110/0575], COD Loss: 0.4522, OCE Loss: 0.0893
2025-07-05 21:08:39.702528 Epoch [009/050], Step [0120/0575], COD Loss: 0.4885, OCE Loss: 0.0771
2025-07-05 21:09:06.366628 Epoch [009/050], Step [0130/0575], COD Loss: 0.4828, OCE Loss: 0.0607
2025-07-05 21:09:33.316184 Epoch [009/050], Step [0140/0575], COD Loss: 0.4953, OCE Loss: 0.0478
2025-07-05 21:10:00.103677 Epoch [009/050], Step [0150/0575], COD Loss: 0.4686, OCE Loss: 0.0337
2025-07-05 21:10:26.769184 Epoch [009/050], Step [0160/0575], COD Loss: 0.4087, OCE Loss: 0.0263
2025-07-05 21:10:53.436473 Epoch [009/050], Step [0170/0575], COD Loss: 0.3885, OCE Loss: 0.0239
2025-07-05 21:11:20.161734 Epoch [009/050], Step [0180/0575], COD Loss: 0.3939, OCE Loss: 0.0291
2025-07-05 21:11:46.917060 Epoch [009/050], Step [0190/0575], COD Loss: 0.4285, OCE Loss: 0.0377
2025-07-05 21:12:13.692866 Epoch [009/050], Step [0200/0575], COD Loss: 0.4840, OCE Loss: 0.0468
2025-07-05 21:12:40.560010 Epoch [009/050], Step [0210/0575], COD Loss: 0.5390, OCE Loss: 0.0530
2025-07-05 21:13:07.261366 Epoch [009/050], Step [0220/0575], COD Loss: 0.5689, OCE Loss: 0.0522
2025-07-05 21:13:33.996406 Epoch [009/050], Step [0230/0575], COD Loss: 0.5586, OCE Loss: 0.0480
2025-07-05 21:14:00.983828 Epoch [009/050], Step [0240/0575], COD Loss: 0.5479, OCE Loss: 0.0433
2025-07-05 21:14:27.743151 Epoch [009/050], Step [0250/0575], COD Loss: 0.5542, OCE Loss: 0.0421
2025-07-05 21:14:54.518570 Epoch [009/050], Step [0260/0575], COD Loss: 0.5611, OCE Loss: 0.0424
2025-07-05 21:15:21.448374 Epoch [009/050], Step [0270/0575], COD Loss: 0.5488, OCE Loss: 0.0453
2025-07-05 21:15:48.432753 Epoch [009/050], Step [0280/0575], COD Loss: 0.5661, OCE Loss: 0.0574
2025-07-05 21:16:15.468022 Epoch [009/050], Step [0290/0575], COD Loss: 0.5753, OCE Loss: 0.0679
2025-07-05 21:16:42.279923 Epoch [009/050], Step [0300/0575], COD Loss: 0.5928, OCE Loss: 0.0855
2025-07-05 21:17:09.080309 Epoch [009/050], Step [0310/0575], COD Loss: 0.5607, OCE Loss: 0.0802
2025-07-05 21:17:35.964514 Epoch [009/050], Step [0320/0575], COD Loss: 0.5069, OCE Loss: 0.0657
2025-07-05 21:18:03.144876 Epoch [009/050], Step [0330/0575], COD Loss: 0.4534, OCE Loss: 0.0520
2025-07-05 21:18:30.077268 Epoch [009/050], Step [0340/0575], COD Loss: 0.4005, OCE Loss: 0.0355
2025-07-05 21:18:56.888774 Epoch [009/050], Step [0350/0575], COD Loss: 0.3936, OCE Loss: 0.0367
2025-07-05 21:19:23.745040 Epoch [009/050], Step [0360/0575], COD Loss: 0.3761, OCE Loss: 0.0383
2025-07-05 21:19:50.559514 Epoch [009/050], Step [0370/0575], COD Loss: 0.3592, OCE Loss: 0.0395
2025-07-05 21:20:17.390303 Epoch [009/050], Step [0380/0575], COD Loss: 0.3450, OCE Loss: 0.0364
2025-07-05 21:20:44.304248 Epoch [009/050], Step [0390/0575], COD Loss: 0.3442, OCE Loss: 0.0374
2025-07-05 21:21:11.537701 Epoch [009/050], Step [0400/0575], COD Loss: 0.3506, OCE Loss: 0.0376
2025-07-05 21:21:38.399315 Epoch [009/050], Step [0410/0575], COD Loss: 0.3549, OCE Loss: 0.0345
2025-07-05 21:22:05.294653 Epoch [009/050], Step [0420/0575], COD Loss: 0.3214, OCE Loss: 0.0304
2025-07-05 21:22:32.274525 Epoch [009/050], Step [0430/0575], COD Loss: 0.2870, OCE Loss: 0.0239
2025-07-05 21:22:59.312407 Epoch [009/050], Step [0440/0575], COD Loss: 0.2581, OCE Loss: 0.0201
2025-07-05 21:23:26.306400 Epoch [009/050], Step [0450/0575], COD Loss: 0.2273, OCE Loss: 0.0174
2025-07-05 21:23:53.468058 Epoch [009/050], Step [0460/0575], COD Loss: 0.2253, OCE Loss: 0.0175
2025-07-05 21:24:20.471796 Epoch [009/050], Step [0470/0575], COD Loss: 0.2539, OCE Loss: 0.0196
2025-07-05 21:24:47.444705 Epoch [009/050], Step [0480/0575], COD Loss: 0.2668, OCE Loss: 0.0231
2025-07-05 21:25:14.403334 Epoch [009/050], Step [0490/0575], COD Loss: 0.2881, OCE Loss: 0.0280
2025-07-05 21:25:41.315886 Epoch [009/050], Step [0500/0575], COD Loss: 0.3248, OCE Loss: 0.0312
2025-07-05 21:26:08.279665 Epoch [009/050], Step [0510/0575], COD Loss: 0.3341, OCE Loss: 0.0341
2025-07-05 21:26:35.210976 Epoch [009/050], Step [0520/0575], COD Loss: 0.3394, OCE Loss: 0.0341
2025-07-05 21:27:02.207273 Epoch [009/050], Step [0530/0575], COD Loss: 0.3371, OCE Loss: 0.0339
2025-07-05 21:27:29.113627 Epoch [009/050], Step [0540/0575], COD Loss: 0.3232, OCE Loss: 0.0331
2025-07-05 21:27:55.976306 Epoch [009/050], Step [0550/0575], COD Loss: 0.3151, OCE Loss: 0.0326
2025-07-05 21:28:22.483022 Epoch [009/050], Step [0560/0575], COD Loss: 0.3168, OCE Loss: 0.0326
2025-07-05 21:28:48.984686 Epoch [009/050], Step [0570/0575], COD Loss: 0.3237, OCE Loss: 0.0329
2025-07-05 21:29:02.378513 Epoch [009/050], Step [0575/0575], COD Loss: 0.3322, OCE Loss: 0.0334
Generator learning rate: 2.5e-05
Discriminator learning rate: 1e-05
2025-07-05 21:29:35.129982 Epoch [010/050], Step [0010/0575], COD Loss: 0.5395, OCE Loss: 0.0389
2025-07-05 21:30:02.181434 Epoch [010/050], Step [0020/0575], COD Loss: 0.4809, OCE Loss: 0.0395
2025-07-05 21:30:29.026848 Epoch [010/050], Step [0030/0575], COD Loss: 0.4536, OCE Loss: 0.0396
2025-07-05 21:30:55.812490 Epoch [010/050], Step [0040/0575], COD Loss: 0.4334, OCE Loss: 0.0388
2025-07-05 21:31:22.554944 Epoch [010/050], Step [0050/0575], COD Loss: 0.3867, OCE Loss: 0.0383
2025-07-05 21:31:49.329995 Epoch [010/050], Step [0060/0575], COD Loss: 0.3803, OCE Loss: 0.0369
2025-07-05 21:32:16.464286 Epoch [010/050], Step [0070/0575], COD Loss: 0.3689, OCE Loss: 0.0342
2025-07-05 21:32:43.393590 Epoch [010/050], Step [0080/0575], COD Loss: 0.3895, OCE Loss: 0.0490
2025-07-05 21:33:10.217073 Epoch [010/050], Step [0090/0575], COD Loss: 0.4082, OCE Loss: 0.0636
2025-07-05 21:33:36.944871 Epoch [010/050], Step [0100/0575], COD Loss: 0.3879, OCE Loss: 0.0727
2025-07-05 21:34:03.646070 Epoch [010/050], Step [0110/0575], COD Loss: 0.4397, OCE Loss: 0.0847
2025-07-05 21:34:30.456578 Epoch [010/050], Step [0120/0575], COD Loss: 0.4738, OCE Loss: 0.0727
2025-07-05 21:34:57.221449 Epoch [010/050], Step [0130/0575], COD Loss: 0.4672, OCE Loss: 0.0566
2025-07-05 21:35:24.118337 Epoch [010/050], Step [0140/0575], COD Loss: 0.4874, OCE Loss: 0.0459
2025-07-05 21:35:50.987697 Epoch [010/050], Step [0150/0575], COD Loss: 0.4636, OCE Loss: 0.0327
2025-07-05 21:36:17.782486 Epoch [010/050], Step [0160/0575], COD Loss: 0.4009, OCE Loss: 0.0255
2025-07-05 21:36:44.912589 Epoch [010/050], Step [0170/0575], COD Loss: 0.3846, OCE Loss: 0.0235
2025-07-05 21:37:11.607054 Epoch [010/050], Step [0180/0575], COD Loss: 0.3883, OCE Loss: 0.0290
2025-07-05 21:37:38.402287 Epoch [010/050], Step [0190/0575], COD Loss: 0.4197, OCE Loss: 0.0373
2025-07-05 21:38:05.026122 Epoch [010/050], Step [0200/0575], COD Loss: 0.4778, OCE Loss: 0.0466
2025-07-05 21:38:31.872585 Epoch [010/050], Step [0210/0575], COD Loss: 0.5265, OCE Loss: 0.0525
2025-07-05 21:38:58.590630 Epoch [010/050], Step [0220/0575], COD Loss: 0.5504, OCE Loss: 0.0509
2025-07-05 21:39:25.285558 Epoch [010/050], Step [0230/0575], COD Loss: 0.5376, OCE Loss: 0.0466
2025-07-05 21:39:52.075274 Epoch [010/050], Step [0240/0575], COD Loss: 0.5266, OCE Loss: 0.0418
2025-07-05 21:40:18.796124 Epoch [010/050], Step [0250/0575], COD Loss: 0.5326, OCE Loss: 0.0405
2025-07-05 21:40:45.497796 Epoch [010/050], Step [0260/0575], COD Loss: 0.5463, OCE Loss: 0.0415
2025-07-05 21:41:12.292808 Epoch [010/050], Step [0270/0575], COD Loss: 0.5387, OCE Loss: 0.0447
2025-07-05 21:41:38.916209 Epoch [010/050], Step [0280/0575], COD Loss: 0.5560, OCE Loss: 0.0569
2025-07-05 21:42:05.517916 Epoch [010/050], Step [0290/0575], COD Loss: 0.5700, OCE Loss: 0.0674
2025-07-05 21:42:32.137713 Epoch [010/050], Step [0300/0575], COD Loss: 0.5848, OCE Loss: 0.0844
2025-07-05 21:42:58.850876 Epoch [010/050], Step [0310/0575], COD Loss: 0.5512, OCE Loss: 0.0791
2025-07-05 21:43:25.507281 Epoch [010/050], Step [0320/0575], COD Loss: 0.4997, OCE Loss: 0.0646
2025-07-05 21:43:52.284372 Epoch [010/050], Step [0330/0575], COD Loss: 0.4426, OCE Loss: 0.0510
2025-07-05 21:44:18.922328 Epoch [010/050], Step [0340/0575], COD Loss: 0.3882, OCE Loss: 0.0344
2025-07-05 21:44:45.567708 Epoch [010/050], Step [0350/0575], COD Loss: 0.3860, OCE Loss: 0.0361
